id,location,lat,lon,deads,country,more
950,Mosul: Republican hospital,36.355729,43.117639,7,Iraq,Mosul: Republican hospital
951,Qasr al Banat,35.94803,39.02605,1,Syria,Qasr al Banat
952,Tabaqah: Vegetable market in south of city,35.849444,38.553333,6,Syria,Tabaqah: Vegetable market in south of city
953,Al Hazimah,36.1320519,38.9661026,29,Syria,Al Hazimah
954,Mosul: Farouk,36.3431411,43.1257262,64,Iraq,Mosul: Farouk
955,Mazir,35.4889697,43.9799585,10,Iraq,Mazir
956,Duquq,35.140191,44.446261,22,Iraq,Duquq
957,Jamiat al Muhandissen area in Orme al Kubra,36.116944,36.908611,2,Syria,Jamiat al Muhandissen area in Orme al Kubra
958,Al Qouriya,34.96,40.55,0,Syria,Al Qouriya
959,Qayyarah,35.7977836,43.2935143,90,Iraq,Qayyarah
960,Mosul: Aden,36.3535686,43.2141209,8,Iraq,Mosul: Aden
961,Al Fadaghmi,35.905,40.887778,2,Syria,Al Fadaghmi
962,Ar Raqqah: Central neighbourhoods,35.951409,39.012289,23,Syria,Ar Raqqah: Central neighbourhoods
963,Al Soor: Safia  neighbourhood,35.494709,40.644693,2,Syria,Al Soor: Safia  neighbourhood
964,`Ukayrishah,35.85817,39.126332,19,Syria,`Ukayrishah
965,Ma`arr Hitat,35.575381,36.658974,1,Syria,Ma`arr Hitat
966,Al Zaer ,35.5038,40.01589,1,Syria,Al Zaer 
967,Al Jaql (Al-Kabirah),36.5083599,37.7656317,1,Syria,Al Jaql (Al-Kabirah)
968,Al Sallhabiya,35.953611,38.786389,1,Syria,Al Sallhabiya
969,Mosul: Medan,36.336843,43.117979,40,Iraq,Mosul: Medan
970,Ar Raqqah: Al Dari'ya,35.947222,38.991389,7,Syria,Ar Raqqah: Al Dari'ya
971,Mosul Airport,36.336843,43.117979,0,Iraq,Mosul Airport
972,Dadat,36.634068,37.936569,1,Syria,Dadat
973,Howeija Al Sawaki,35.8826525,39.1066933,5,Syria,Howeija Al Sawaki
974,Mosul: Muthanna,36.3738889,43.1718063,2,Iraq,Mosul: Muthanna
975,Al Bu A'ssi,35.7771781,38.3250009,5,Syria,Al Bu A'ssi
976,Mosul: Al-Mashada,36.344722,43.121111,10,Iraq,Mosul: Al-Mashada
977,Mosul: Bab Laksh,36.339738,43.132406,8,Iraq,Mosul: Bab Laksh
978,Rawa,34.473919,41.915991,5,Iraq,Rawa
979,Al Baza'a,36.3829071,37.56666,17,Syria,Al Baza'a
980,Al Kour and other neighbourhoods on the right side of Mosul,36.3468977,43.129921,33,Iraq,Al Kour and other neighbourhoods on the right side of Mosul
981,Mosul: Ba'aj,36.0425755,41.7168045,12,Iraq,Mosul: Ba'aj
982,Mosul: Wahida,36.3290942,43.1870842,17,Iraq,Mosul: Wahida
983,Fallujah: General hospital,33.353889,43.7925,7,Iraq,Fallujah: General hospital
984,Mayadin: Al Tayba roundabout,35.009722,40.4575,1,Syria,Mayadin: Al Tayba roundabout
985,Mosul: Sha'aren market,36.3438061,43.1318843,4,Iraq,Mosul: Sha'aren market
986,Mosul: Dakat Barka,36.344722,43.121111,4,Iraq,Mosul: Dakat Barka
987,IDP camp near Jadid Akeidat,35.254309,40.355344,100,Syria,IDP camp near Jadid Akeidat
988,Khatouniya,35.9219103,38.737935,10,Syria,Khatouniya
989,Jadid akeidat: near water plant,35.259098,40.342369,2,Syria,Jadid akeidat: near water plant
990,Mosul: Maliyah,36.3427151,43.1594467,17,Iraq,Mosul: Maliyah
991,Ar Raqqah: Tawassouiya,35.9633318,38.9806321,1,Syria,Ar Raqqah: Tawassouiya
992,`Abbarah,36.1553406,39.0213776,7,Syria,`Abbarah
993,"Abu Khasab checkpoint, 70 km northwest of Deir al-Zour",36.1457678,40.023526,1,Syria,"Abu Khasab checkpoint, 70 km northwest of Deir al-Zour"
994,Shoa'yrat,34.494027,36.947032,2,Syria,Shoa'yrat
995,Ar Raqqah: Al Mala'ab Al Baladi,35.956944,39.005833,1,Syria,Ar Raqqah: Al Mala'ab Al Baladi
996,Dablan,34.855,40.568611,22,Syria,Dablan
997,Anah: Gas station and ice factory,34.367372,41.984598,2,Iraq,Anah: Gas station and ice factory
998,Haji Koussa,36.5563,37.63915,5,Syria,Haji Koussa
999,Ar Raqqah: Shubat 23 Street,35.950056,39.019892,1,Syria,Ar Raqqah: Shubat 23 Street
1000,Mosul: Sehab,36.34585235,43.09857692,16,Iraq,Mosul: Sehab
1001,Al Qa'im,34.3957715,40.9943684,265,Iraq,Al Qa'im
1002,Manbij,36.5269242,37.9559288,156,Syria,Manbij
1003,Mosul: Sheshan and Zahrah,36.3834943,43.2109451,0,Iraq,Mosul: Sheshan and Zahrah
1004,Tabaqah,35.8295049,38.5360909,3,Syria,Tabaqah
1005,Ar Raqqah: Sanabel Bakery at Feb 23 Street,35.950064,39.0144092,1,Syria,Ar Raqqah: Sanabel Bakery at Feb 23 Street
1006,Ar Raqqah: governor's building and other locations,35.945517,39.011099,0,Syria,Ar Raqqah: governor's building and other locations
1007,Mosul: Northeast,36.3446163,43.2249784,18,Iraq,Mosul: Northeast
1008,Ar Raqqah: Al Tayyar,35.9363335,38.98763,6,Syria,Ar Raqqah: Al Tayyar
1009,Mosul: Noor,36.3638331,43.1857967,3,Iraq,Mosul: Noor
1010,Al Siassah Bridge [exact location],35.3416472,40.1565796,1,Syria,Al Siassah Bridge [exact location]
1011,Al Jabli,39.319722,35.791111,1,Syria,Al Jabli
