Date,Question,Asked_by,Response,URL,Coding,Location
12 February 2014,To ask the Minister for the Cabinet Office whether the Intelligence and Security Committee has visited RAF Croughton during the last two years.,"Tom Watson, Labour","The Intelligence and Security Committee (ISC) does not comment on the detail of its work programme. Francis Maude (The Minister for the Cabinet Office and Paymaster General; Horsham, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140212/text/140212w0001.htm#140212w0001.htm_wqn75,International Co-Operation,UK
11 February 2014,"To ask the Secretary of State for Transport pursuant to the answer of 16 January 2014, Official Report, column 655W, on unmanned air vehicles, which Government departments have used unmanned systems to collect data; which unmanned systems are used; and which policies are so supported. [R]","Tom Watson, Labour","The Department for the Environment, Food and Rural Affairs and the Home Department have given presentations to the Government Working Group on the use they made of remotely piloted aircraft systems. For details in respect of the systems they have used and the policies supported, I would refer you to the Secretary of State for the Home Department, my right hon. Friend Mrs May and the Secretary of State for Environment, Food and Rural Affairs, my right hon. Friend Mr Paterson.  Robert Goodwill (Parliamentary Under-Secretary (Department for Transport); Scarborough and Whitby, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140211/text/140211w0001.htm#140211w0001.htm_wqn2,International Co-Operation,UK
10 February 2014,"To ask the Secretary of State for Defence pursuant to the answer of 29 January 2014, Official Report, column 598W on unmanned aerial vehicles, what future basing options his Department has identified for the Reaper capability following the end of ISAF operations in Afghanistan. [R]","Tom Watson, Labour","I have nothing further to add to the answer I gave on 29 January 2014, Hansard, column 598W, to my hon. Friend Rehman Chishti. Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140210/text/140210w0004.htm#140210w0004.htm_wqn25,Research &amp; Development,UK
10 February 2014,To ask the Secretary of State for Defence what potential co-operative opportunities have been identified by his Department as potentially benefiting from the proposed Joint User Group for Reaper. [R],"Tom Watson, Labour","In consultation with the US, the proposed Joint User Group for the Reaper Remotely Piloted Aircraft System may develop cooperative opportunities through the exchange of lessons learnt and explore working with other nations in areas such as air certification, training, through life support and interoperability. Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140210/text/140210w0004.htm#140210w0004.htm_wqn24,Technical,Afghanistan
10 February 2014,"To ask the Secretary of State for Defence pursuant to the answer of 30 January 2014, Official Report, column 69 on Yemen, what steps his Department is taking to support the Yemeni and US governments in combating any common threat. [R]","Tom Watson, Labour","We continue to support the Government of Yemen to counter the threat posed by Al-Qaeda in the Arabian peninsular. As part of his routine engagement the Defence Attaché in Sana&#039;a has regular meetings with members of the Yemeni Armed and Security Forces and with his US counterpart.We are not currently providing any training to the Yemeni Armed Forces in Yemen although we continue to provide training to a small number of Yemeni Officers on professional development courses in the UK.Andrew Murrison (The Parliamentary Under-Secretary of State for Defence; South West Wiltshire, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140210/text/140210w0004.htm#140210w0004.htm_wqn28,Technical,Afghanistan
10 February 2014,To ask the Secretary of State for Defence what the outcome was of the joint UK-US firing trials of Brimstone missiles which took place at China Lake in December 2013 and January 2014 from MQ-9 Reaper. [R],"Tom Watson, Labour","The trials completed in January 2014 and the data are still being analysed, therefore the results are not yet available. Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140210/text/140210w0004.htm#140210w0004.htm_wqn26,International Co-Operation,Yemen
6 February 2014,"To ask the Secretary of State for Defence pursuant to the answer of 29 January 2014, Official Report, column 598W, on drones, what definition he uses of contingent purposes.","Rehman Chishti, Conservative","holding answer 4 February 2014The definition of contingent purposes is to ensure that the UK is able to deal with a wide range of security challenges to UK interests. This requires a variety of capabilities.Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140206/text/140206w0002.htm#140206w0002.htm_wqn72,Regulation,UK
6 February 2014,"To ask the Secretary of State for Defence pursuant to the answer of 29 January 2014, Official Report, column 598W, on drones, what possible options he is considering for future basing options of Reaper drones.","Rehman Chishti, Conservative","holding answer 4 February 2014I have nothing further to add to the answer I gave on 29 January 2014.Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140206/text/140206w0002.htm#140206w0002.htm_wqn73,Research &amp; Development,France
6 February 2014,To ask the Secretary of State for Defence what progress was made at the recent Franco- British summit in relation to defence equipment collaboration; and if he will make a statement.,"Peter Luff, Conservative","Significant progress was made on equipment co-operation at the Franco-British summit on 31 January 2014. We signed documents that will enable a two-year joint feasibility phase for the Future Combat Air System (FCAS). It will see British and French industries working together on vehicle design and characteristics, propulsion and systems. Additionally, the UK continues to support France with the best information possible to help inform their major decision points for acquiring a Tactical Unmanned Air System. Defence Ministers also signed a Memorandum of Understanding for the development and manufacture of a Future Anti-Surface Guided Weapon that will arm the Wildcat naval helicopter against a range of predicted future threats in complex environments. In addition, we committed to the initial design stage for an unmanned under water vehicle capable of finding and neutralising seabed mines. We expect to place a contract later this year. We also agreed to continue to work with industry to deliver a common value for money support plan for the A400M transport fleet. There are also ongoing discussions to explore opportunities in the land domain. Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140206/text/140206w0002.htm#140206w0002.htm_wqn66,International Co-Operation,Asia
6 February 2014,"To ask the Secretary of State for Defence pursuant to the answer of 29 January 2014, Official Report, column 598W, on drones, when a final decision will be reached as to the future basing options for Reaper drones.","Rehman Chishti, Conservative","holding answer 4 February 2014A final decision is likely to be made by the end of 2014.Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140206/text/140206w0002.htm#140206w0002.htm_wqn74,Technical,UK
5 February 2014,"To ask the Secretary of State for the Home Department if she will introduce a code or other guidance to regulate the collection, storage and use of data obtained by departments using unmanned aerial systems. [R]","Tom Watson, Labour","There are no plans for further regulation of the use of unmanned aerial vehicles for surveillance purposes. Existing regulation and guidance includes the surveillance camera code of practice issued under the Protection of Freedoms Act 2012. The code provides a framework of good practice for surveillance camera operators and sets out obligations arising from other legislation, including those for the processing of personal data under the Data Protection Act 1998. Damian Green (The Minister for Policing and Criminal Justice; Ashford, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140205/text/140205w0001.htm#140205w0001.htm_wqn18,International Co-Operation,Djibouti
